PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;DynamoDB.2;This control checks whether point-in-time recovery (PITR) is enabled for an Amazon DynamoDB table. Backups help you to recover more quickly from a security incident. They also strengthen the resilience of your systems. DynamoDB point-in-time recovery automates backups for DynamoDB tables. It reduces the time to recover from accidental delete or write operations. DynamoDB tables that have PITR enabled can be restored to any point in time in the last 35 days.;DynamoDB;;;DynamoDB;;FAIL;DynamoDB table terraform-state-locks does not have point-in-time recovery enabled.;arn:aws:dynamodb:eu-north-1:128529977749:table/terraform-state-locks;dynamodb_tables_pitr_enabled;False;terraform-state-locks;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.7;This control checks whether account-level encryption is enabled by default for Amazon Elastic Block Store(Amazon EBS). The control fails if the account level encryption is not enabled.;EC2;;;EC2;;PASS;EBS Default Encryption is activated.;arn:aws:ec2:eu-north-1:128529977749:volume;ec2_ebs_default_encryption;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.3;This control checks whether the EBS volumes that are in an attached state are encrypted. To pass this check, EBS volumes must be in use and encrypted. If the EBS volume is not attached, then it is not subject to this check.;EC2;;;EC2;;PASS;EBS Snapshot vol-0812ec15f1066c48f is encrypted.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-0812ec15f1066c48f;ec2_ebs_volume_encryption;False;vol-0812ec15f1066c48f;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.3;This control checks whether the EBS volumes that are in an attached state are encrypted. To pass this check, EBS volumes must be in use and encrypted. If the EBS volume is not attached, then it is not subject to this check.;EC2;;;EC2;;PASS;EBS Snapshot vol-0ca99991f5b63ba01 is encrypted.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-0ca99991f5b63ba01;ec2_ebs_volume_encryption;False;vol-0ca99991f5b63ba01;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.3;This control checks whether the EBS volumes that are in an attached state are encrypted. To pass this check, EBS volumes must be in use and encrypted. If the EBS volume is not attached, then it is not subject to this check.;EC2;;;EC2;;PASS;EBS Snapshot vol-06f5b66bfbfbb7a4c is encrypted.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-06f5b66bfbfbb7a4c;ec2_ebs_volume_encryption;False;vol-06f5b66bfbfbb7a4c;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.3;This control checks whether the EBS volumes that are in an attached state are encrypted. To pass this check, EBS volumes must be in use and encrypted. If the EBS volume is not attached, then it is not subject to this check.;EC2;;;EC2;;PASS;EBS Snapshot vol-0ffe7f0db28eafb6f is encrypted.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-0ffe7f0db28eafb6f;ec2_ebs_volume_encryption;False;vol-0ffe7f0db28eafb6f;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.28;This control evaluates if an Amazon EBS volume in in-use state is covered by a backup plan. The control fails if an EBS volume isn't covered by a backup plan. If you set the backupVaultLockCheck parameter equal to true, the control passes only if the EBS volume is backed up in an AWS Backup locked vault.;EC2;;;EC2;;FAIL;EBS Volume vol-0812ec15f1066c48f is not protected by a backup plan.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-0812ec15f1066c48f;ec2_ebs_volume_protected_by_backup_plan;False;vol-0812ec15f1066c48f;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.28;This control evaluates if an Amazon EBS volume in in-use state is covered by a backup plan. The control fails if an EBS volume isn't covered by a backup plan. If you set the backupVaultLockCheck parameter equal to true, the control passes only if the EBS volume is backed up in an AWS Backup locked vault.;EC2;;;EC2;;FAIL;EBS Volume vol-0ca99991f5b63ba01 is not protected by a backup plan.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-0ca99991f5b63ba01;ec2_ebs_volume_protected_by_backup_plan;False;vol-0ca99991f5b63ba01;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.28;This control evaluates if an Amazon EBS volume in in-use state is covered by a backup plan. The control fails if an EBS volume isn't covered by a backup plan. If you set the backupVaultLockCheck parameter equal to true, the control passes only if the EBS volume is backed up in an AWS Backup locked vault.;EC2;;;EC2;;FAIL;EBS Volume vol-06f5b66bfbfbb7a4c is not protected by a backup plan.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-06f5b66bfbfbb7a4c;ec2_ebs_volume_protected_by_backup_plan;False;vol-06f5b66bfbfbb7a4c;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.28;This control evaluates if an Amazon EBS volume in in-use state is covered by a backup plan. The control fails if an EBS volume isn't covered by a backup plan. If you set the backupVaultLockCheck parameter equal to true, the control passes only if the EBS volume is backed up in an AWS Backup locked vault.;EC2;;;EC2;;FAIL;EBS Volume vol-0ffe7f0db28eafb6f is not protected by a backup plan.;arn:aws:ec2:eu-north-1:128529977749:volume/vol-0ffe7f0db28eafb6f;ec2_ebs_volume_protected_by_backup_plan;False;vol-0ffe7f0db28eafb6f;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.12;This control checks whether Elastic IP (EIP) addresses that are allocated to a VPC are attached to EC2 instances or in-use elastic network interfaces (ENIs).;EC2;;;EC2;;PASS;Elastic IP 13.48.39.152 is associated with an instance or network interface.;arn:aws:ec2:eu-north-1:128529977749:eip-allocation/eipalloc-0216717cffe154900;ec2_elastic_ip_unassigned;False;13.48.39.152;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.12;This control checks whether Elastic IP (EIP) addresses that are allocated to a VPC are attached to EC2 instances or in-use elastic network interfaces (ENIs).;EC2;;;EC2;;PASS;Elastic IP 13.63.247.162 is associated with an instance or network interface.;arn:aws:ec2:eu-north-1:128529977749:eip-allocation/eipalloc-0de77f44eda12620e;ec2_elastic_ip_unassigned;False;13.63.247.162;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.12;This control checks whether Elastic IP (EIP) addresses that are allocated to a VPC are attached to EC2 instances or in-use elastic network interfaces (ENIs).;EC2;;;EC2;;PASS;Elastic IP 16.192.135.235 is associated with an instance or network interface.;arn:aws:ec2:eu-north-1:128529977749:eip-allocation/eipalloc-01a7db5db2ecebc8c;ec2_elastic_ip_unassigned;False;16.192.135.235;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.8;This control checks whether your EC2 instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.;EC2;;;EC2;;PASS;EC2 Instance i-0d94a32e63f9807af has IMDSv2 enabled and required.;arn:aws:ec2:eu-north-1:128529977749:instance/i-0d94a32e63f9807af;ec2_instance_imdsv2_enabled;False;i-0d94a32e63f9807af;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.8;This control checks whether your EC2 instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.;EC2;;;EC2;;PASS;EC2 Instance i-0a1a91d21f2f18c72 has IMDSv2 enabled and required.;arn:aws:ec2:eu-north-1:128529977749:instance/i-0a1a91d21f2f18c72;ec2_instance_imdsv2_enabled;False;i-0a1a91d21f2f18c72;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.8;This control checks whether your EC2 instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.;EC2;;;EC2;;PASS;EC2 Instance i-09ff4badc7a986329 has IMDSv2 enabled and required.;arn:aws:ec2:eu-north-1:128529977749:instance/i-09ff4badc7a986329;ec2_instance_imdsv2_enabled;False;i-09ff4badc7a986329;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.8;This control checks whether your EC2 instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.;EC2;;;EC2;;PASS;EC2 Instance i-03016c8d146780b7a has IMDSv2 enabled and required.;arn:aws:ec2:eu-north-1:128529977749:instance/i-03016c8d146780b7a;ec2_instance_imdsv2_enabled;False;i-03016c8d146780b7a;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;SSM.1;This control checks whether the EC2 instances in your account are managed by AWS Systems Manager. Systems Manager is an AWS service that you can use to view and control your AWS infrastructure. To help you to maintain security and compliance, Systems Manager scans your managed instances. A managed instance is a machine that is configured for use with Systems Manager. Systems Manager then reports or takes corrective action on any policy violations that it detects. Systems Manager also helps you to configure and maintain your managed instances.;SSM;;;SSM;;PASS;EC2 Instance i-0d94a32e63f9807af is managed by Systems Manager.;arn:aws:ec2:eu-north-1:128529977749:instance/i-0d94a32e63f9807af;ec2_instance_managed_by_ssm;False;i-0d94a32e63f9807af;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;SSM.1;This control checks whether the EC2 instances in your account are managed by AWS Systems Manager. Systems Manager is an AWS service that you can use to view and control your AWS infrastructure. To help you to maintain security and compliance, Systems Manager scans your managed instances. A managed instance is a machine that is configured for use with Systems Manager. Systems Manager then reports or takes corrective action on any policy violations that it detects. Systems Manager also helps you to configure and maintain your managed instances.;SSM;;;SSM;;FAIL;EC2 Instance i-0a1a91d21f2f18c72 is not managed by Systems Manager.;arn:aws:ec2:eu-north-1:128529977749:instance/i-0a1a91d21f2f18c72;ec2_instance_managed_by_ssm;False;i-0a1a91d21f2f18c72;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;SSM.1;This control checks whether the EC2 instances in your account are managed by AWS Systems Manager. Systems Manager is an AWS service that you can use to view and control your AWS infrastructure. To help you to maintain security and compliance, Systems Manager scans your managed instances. A managed instance is a machine that is configured for use with Systems Manager. Systems Manager then reports or takes corrective action on any policy violations that it detects. Systems Manager also helps you to configure and maintain your managed instances.;SSM;;;SSM;;PASS;EC2 Instance i-09ff4badc7a986329 is managed by Systems Manager.;arn:aws:ec2:eu-north-1:128529977749:instance/i-09ff4badc7a986329;ec2_instance_managed_by_ssm;False;i-09ff4badc7a986329;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;SSM.1;This control checks whether the EC2 instances in your account are managed by AWS Systems Manager. Systems Manager is an AWS service that you can use to view and control your AWS infrastructure. To help you to maintain security and compliance, Systems Manager scans your managed instances. A managed instance is a machine that is configured for use with Systems Manager. Systems Manager then reports or takes corrective action on any policy violations that it detects. Systems Manager also helps you to configure and maintain your managed instances.;SSM;;;SSM;;PASS;EC2 Instance i-03016c8d146780b7a is managed by Systems Manager.;arn:aws:ec2:eu-north-1:128529977749:instance/i-03016c8d146780b7a;ec2_instance_managed_by_ssm;False;i-03016c8d146780b7a;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.4;This control checks whether any EC2 instances have been stopped for more than the allowed number of days. An EC2 instance fails this check if it is stopped for longer than the maximum allowed time period, which by default is 30 days.;EC2;;;EC2;;PASS;EC2 Instance i-0d94a32e63f9807af is not older than 180 days (0 days).;arn:aws:ec2:eu-north-1:128529977749:instance/i-0d94a32e63f9807af;ec2_instance_older_than_specific_days;False;i-0d94a32e63f9807af;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.4;This control checks whether any EC2 instances have been stopped for more than the allowed number of days. An EC2 instance fails this check if it is stopped for longer than the maximum allowed time period, which by default is 30 days.;EC2;;;EC2;;PASS;EC2 Instance i-0a1a91d21f2f18c72 is not older than 180 days (0 days).;arn:aws:ec2:eu-north-1:128529977749:instance/i-0a1a91d21f2f18c72;ec2_instance_older_than_specific_days;False;i-0a1a91d21f2f18c72;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.4;This control checks whether any EC2 instances have been stopped for more than the allowed number of days. An EC2 instance fails this check if it is stopped for longer than the maximum allowed time period, which by default is 30 days.;EC2;;;EC2;;PASS;EC2 Instance i-09ff4badc7a986329 is not older than 180 days (0 days).;arn:aws:ec2:eu-north-1:128529977749:instance/i-09ff4badc7a986329;ec2_instance_older_than_specific_days;False;i-09ff4badc7a986329;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;EC2.4;This control checks whether any EC2 instances have been stopped for more than the allowed number of days. An EC2 instance fails this check if it is stopped for longer than the maximum allowed time period, which by default is 30 days.;EC2;;;EC2;;PASS;EC2 Instance i-03016c8d146780b7a is not older than 180 days (0 days).;arn:aws:ec2:eu-north-1:128529977749:instance/i-03016c8d146780b7a;ec2_instance_older_than_specific_days;False;i-03016c8d146780b7a;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
